ID,Hostel_name,address,pincode,latitude,longitude,review,Rating,wifi,ac,laundry,security,price,BusStop,Distance,EmbeddedMap
83,Karnataka Paying Guest,Karnataka Paying Guest(Near Inchara Hotel),560078,12.90369761,77.58210517,average,3.8,1,1,1,1,5000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3888.8430746512263!2d77.5860833!3d12.917805599999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDU1JzA0LjEiTiA3N8KwMzUnMDkuOSJF!5e0!3m2!1sen!2sin!4v1683009515365!5m2!1sen!2sin
84,Shri Shyam Vaishnavi Gents P G,"No 7, 30th Main, Jp Nagar 1st Phase(Opp Oxford School and Behind RV Dental College)",560078,12.91046998,77.58166063,average,4.4,1,1,1,1,5500,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m13!1m8!1m3!1d3888.9242976113123!2d77.5860164!3d12.912587!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDU0JzQ1LjgiTiA3N8KwMzUnMDkuNyJF!5e0!3m2!1sen!2sin!4v1683009659298!5m2!1sen!2sin
85,MGR & Amaravathi Paying Guest,"#86 15th Cross, 15th Main J P Nagar 2nd Phase, Jp Nagar(Near Vet College)",560078,12.90788247,77.59142227,average,3.5,1,0,0,1,3500,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.2419831239495!2d77.70786657494318!3d12.956361687357631!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae1337b105079d%3A0x766b7f2037fd939f!2sMohan%20luxury%20PG%20for%20gents!5e0!3m2!1sen!2sin!4v1683009878575!5m2!1sen!2sin
86,Aarush Ladies Pg,"No 13/1, 26 Th Main, 17th Cross, Jp Nagar 6th Phase(Near Inchara Hotel)",560078,12.90198344,77.58498871,average,3.7,1,0,0,1,4000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3889.070768018087!2d77.58162997494223!3d12.90317098740598!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15ca1e876537%3A0x5e69281f9618fcf6!2sKarnataka%20Paying%20Guest%20for%20MenS!5e0!3m2!1sen!2sin!4v1683009932885!5m2!1sen!2sin
87,Anagha Ladies PG,"No 129, 3rd Cross, Pai Layout, Bannerughatta Road, Hulimavu(Near Cafe Kabana) ",560076,12.88146875,77.59745814,good,4.7,1,1,1,1,5000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15555.836941512245!2d77.56278448715821!3d12.910341599999997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae154e3cc3ac2d%3A0xea365a5afa882c76!2sShyam%20Vaishnavi%20Student%20Hostel!5e0!3m2!1sen!2sin!4v1683009962848!5m2!1sen!2sin
88,S A PG FOR GENTS,"Dev Residency No.338, Venugopal Reddy Layout, 1st Cross, 2nd Main Arekere, Bannerghatta Road, Bangalore - 560076 (Behind Meenakshi Residency Apartment)",560070,12.88716514,77.60038333,good,4.9,1,1,1,1,7000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3889.000417363619!2d77.5914444!3d12.907694399999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDU0JzI3LjciTiA3N8KwMzUnMjkuMiJF!5e0!3m2!1sen!2sin!4v1683010137682!5m2!1sen!2sin
89,Swathi Luxuries Pg For Women,"3286/A, KR Main Road, 17th Cross Rd, Banashankari Stage II, Banashankari 2nd Stage, Bangalore - 560070 (Near Akshya Hospital)",560076,12.92621801,77.57317777,average,4.2,1,0,0,1,4500,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7778.196351519536!2d77.5756878935791!3d12.9014083!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15dc0f51dadf%3A0xefd18e6603ec4c6c!2sAarush%20PG!5e0!3m2!1sen!2sin!4v1683010185412!5m2!1sen!2sin
90,Star PG,"No.10-4, 29th Main, BTM Layout 2nd Stage, bangalore - 560076 (Near Vijaya Bank)",560076,12.90605084,77.60386381,good,4.9,1,1,1,1,6000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3889.4132384942886!2d77.59468767494184!3d12.881128487426018!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae150899c3c1a1%3A0xe0b8900fd4425359!2sAnagha%20Ladies%20PG!5e0!3m2!1sen!2sin!4v1683010225968!5m2!1sen!2sin
91,S T R Pg For Gents,"No 11, 4th A Main, MS Palya, BTM Layout 2nd Stage, Bangalore - 560076 (Behind Vega City Mall)",560069,12.90509154,77.60425999,average,3.6,1,0,0,1,4500,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3889.3233637775234!2d77.6004444!3d12.8869167!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDUzJzEyLjkiTiA3N8KwMzYnMDEuNiJF!5e0!3m2!1sen!2sin!4v1683010289497!5m2!1sen!2sin
92,Slv Ragigudda Ladies Pg,"SLV RAGIGUDDA PG FOR LADIES No.1991, E Cross, Jayanagar 9th Block, Bangalore - 560069 (SLV Raggiguda Hotel, Raggiguda Temple)",560004,12.91541995,77.59474583,average,3.6,1,1,1,1,5000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d31109.07277130889!2d77.52901777431639!3d12.931222999999997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15a008dc897b%3A0x301291385a389037!2sSwathi%20Ladies%20PG!5e0!3m2!1sen!2sin!4v1683010488266!5m2!1sen!2sin
93,Vinayaka PG Accommodation,"No 240/1, 3rd Main, 2nd Cross Byrappa Block, Thyagaraja Nagar, Bangalore - 560004 (Shanimathma Temple)",560041,12.93486395,77.5528899,average,3.1,1,0,0,1,4500,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d31110.606205005675!2d77.56776647431641!3d12.918916800000007!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae1501ba6e7cc7%3A0x38bc5c54d81349d2!2sStar%20PG.!5e0!3m2!1sen!2sin!4v1683010580463!5m2!1sen!2sin
94,Sri Nimishamba Ladies Pg,"Amar Nivas, No.33/93, 5th Main, Jayanagar 5th Block, Bangalore - 560041 (Near Sangam Signal)",560069,12.91843909,77.58063684,average,3.9,1,1,1,1,6000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3889.039348617493!2d77.60154377494229!3d12.905191387404159!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15444f98c461%3A0xae945a08419a243!2sS.T.R%20PG%20for%20gents!5e0!3m2!1sen!2sin!4v1683010622714!5m2!1sen!2sin
95,Shree Bhargavi Luxurious PG,"AVR Arcade, #922, 28th Main, East End Road, Jayanagar 9th Block, Bangalore - 560069 (Near Karnataka Bank)",560085,12.91955292,77.59512189,average,4.5,1,1,1,1,10000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.8827440589816!2d77.5921701749424!3d12.915257087394947!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae15bcacbc68ed%3A0x470342f7dd2e95f9!2sS.L.V%20Ragigudda%20P.G%20For%20Ladies!5e0!3m2!1sen!2sin!4v1683010664585!5m2!1sen!2sin
96,Castle Ladies PG,"House No 06 Kmaashi Bharma Ppa, 5th Main Road, Girinagar, Banashankari 3rd Stage, bangalore - 560085 (Above Pb Varior Bakery, Near Avalahalli Bda Park Bus Stop)",560004,12.94375018,77.54002154,good,4.9,1,0,0,1,7500,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m13!1m8!1m3!1d7777.157126289245!2d77.5528858!3d12.9347862!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMTLCsDU2JzA0LjgiTiA3N8KwMzMnMTAuNCJF!5e0!3m2!1sen!2sin!4v1683010833355!5m2!1sen!2sin
97,Chegus Serene,"Door No 17, Patalama Temple Road, Basavanagudi, Bangalore - 560004 (Opst Pai Conversion Hall)",560011,12.93932756,77.56733726,good,4.7,1,1,1,1,9000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d62212.113014919356!2d77.54511818959475!3d12.955395763603107!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae1526285e7625%3A0xeaae2f809f54cca9!2sSri%20Nimishamba%20Ladies%20PG%20Girls%20Accommodation!5e0!3m2!1sen!2sin!4v1683010897504!5m2!1sen!2sin
98,KEERTHI LADIES PG,"No 177/B, 1/1, 7th B Main, 3rd Block, Jayanagar 3rd Block, Bangalore - 560011 (Next to Menaka Card, Opp to N M R K V College.)",560069,12.9256782,77.57248784,average,4.4,1,1,1,1,10000,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.808132018325!2d77.59241272494253!3d12.92005003739063!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae1508611cea57%3A0x768b1d2a328c546d!2sShree%20Bhargavi%20Ladies%20PG!5e0!3m2!1sen!2sin!4v1683010950678!5m2!1sen!2sin
99,Sai Eshwar Pg For Ladies,"No 1626, 40th A Cross 18th Main Road, Jayanagar 9th Block, Bangalore - 560069 (Near Jain College)",,12.91805916,77.5945141,,4.9,1,1,1,1,11500,"Kengeri Satelite Town,KENGERI UPANAGARA,IN FRONT OF KARUNA BAKERES & SWEETS",0.04,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.441994486784!2d77.53533829678955!3d12.943544800000012!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae3f71a03cdec9%3A0x997954bc780abbc1!2sCastle%20ladies%20pg%20Banashankari%2FBasavanagudi!5e0!3m2!1sen!2sin!4v1683011016020!5m2!1sen!2sin
